RUN	SolrFacetQueryTraffic	solrfacetquerytraffic	1545818328066	1	3.0.1
REQUEST	228		Search	1545818376060	1545818376091	OK	 
REQUEST	227		Search	1545818376094	1545818376121	OK	 
USER	Users	227	END	1545818375809	1545818376122
REQUEST	228		Search	1545818376094	1545818376160	OK	 
USER	Users	229	START	1545818376209	1545818376209
REQUEST	226		Search	1545818375714	1545818375953	OK	 
USER	Users	230	START	1545818376409	1545818376409
REQUEST	228		Search	1545818376163	1545818376592	OK	 
USER	Users	231	START	1545818376610	1545818376610
REQUEST	229		Search	1545818376210	1545818376617	OK	 
REQUEST	230		Search	1545818376410	1545818376658	OK	 
REQUEST	231		Search	1545818376611	1545818376668	OK	 
REQUEST	230		Search	1545818376659	1545818376681	OK	 
REQUEST	229		Search	1545818376625	1545818376712	OK	 
REQUEST	228		Search	1545818376594	1545818376718	OK	 
REQUEST	231		Search	1545818376669	1545818376734	OK	 
REQUEST	226		Search	1545818376244	1545818376716	OK	 
USER	Users	226	END	1545818375611	1545818376737
REQUEST	230		Search	1545818376682	1545818376765	OK	 
USER	Users	232	START	1545818376809	1545818376809
REQUEST	229		Search	1545818376715	1545818376820	OK	 
REQUEST	231		Search	1545818376735	1545818376856	OK	 
REQUEST	229		Search	1545818376826	1545818376866	OK	 
REQUEST	230		Search	1545818376788	1545818376880	OK	 
REQUEST	230		Search	1545818376882	1545818376941	OK	 
USER	Users	230	END	1545818376409	1545818376942
REQUEST	228		Search	1545818376719	1545818376952	OK	 
USER	Users	228	END	1545818376059	1545818376953
REQUEST	231		Search	1545818376857	1545818376964	OK	 
REQUEST	229		Search	1545818376867	1545818376964	OK	 
USER	Users	229	END	1545818376209	1545818376973
REQUEST	231		Search	1545818376966	1545818376997	OK	 
USER	Users	231	END	1545818376610	1545818376998
USER	Users	233	START	1545818377010	1545818377010
REQUEST	232		Search	1545818376810	1545818376999	OK	 
REQUEST	232		Search	1545818377013	1545818377047	OK	 
REQUEST	233		Search	1545818377010	1545818377063	OK	 
REQUEST	232		Search	1545818377048	1545818377104	OK	 
REQUEST	233		Search	1545818377064	1545818377135	OK	 
REQUEST	232		Search	1545818377108	1545818377150	OK	 
REQUEST	233		Search	1545818377141	1545818377181	OK	 
REQUEST	232		Search	1545818377156	1545818377193	OK	 
USER	Users	232	END	1545818376809	1545818377194
USER	Users	234	START	1545818377211	1545818377211
REQUEST	233		Search	1545818377181	1545818377232	OK	 
REQUEST	234		Search	1545818377211	1545818377258	OK	 
REQUEST	233		Search	1545818377233	1545818377263	OK	 
USER	Users	233	END	1545818377010	1545818377264
REQUEST	234		Search	1545818377261	1545818377295	OK	 
REQUEST	234		Search	1545818377297	1545818377321	OK	 
REQUEST	234		Search	1545818377322	1545818377374	OK	 
REQUEST	234		Search	1545818377378	1545818377408	OK	 
USER	Users	234	END	1545818377211	1545818377409
USER	Users	235	START	1545818377409	1545818377409
REQUEST	235		Search	1545818377409	1545818377433	OK	 
REQUEST	235		Search	1545818377434	1545818377461	OK	 
REQUEST	235		Search	1545818377461	1545818377490	OK	 
REQUEST	235		Search	1545818377490	1545818377518	OK	 
REQUEST	235		Search	1545818377519	1545818377552	OK	 
USER	Users	235	END	1545818377409	1545818377553
USER	Users	236	START	1545818377609	1545818377609
REQUEST	236		Search	1545818377610	1545818377721	OK	 
REQUEST	236		Search	1545818377722	1545818377753	OK	 
REQUEST	236		Search	1545818377754	1545818377794	OK	 
USER	Users	237	START	1545818377811	1545818377811
REQUEST	236		Search	1545818377796	1545818377827	OK	 
REQUEST	237		Search	1545818377812	1545818377840	OK	 
REQUEST	237		Search	1545818377841	1545818377865	OK	 
REQUEST	236		Search	1545818377829	1545818377877	OK	 
USER	Users	236	END	1545818377609	1545818377878
REQUEST	237		Search	1545818377866	1545818377878	OK	 
REQUEST	237		Search	1545818377879	1545818377910	OK	 
REQUEST	237		Search	1545818377911	1545818377941	OK	 
USER	Users	237	END	1545818377811	1545818377942
USER	Users	238	START	1545818378009	1545818378009
REQUEST	238		Search	1545818378009	1545818378034	OK	 
REQUEST	238		Search	1545818378037	1545818378089	OK	 
REQUEST	238		Search	1545818378091	1545818378126	OK	 
REQUEST	238		Search	1545818378127	1545818378147	OK	 
REQUEST	238		Search	1545818378149	1545818378190	OK	 
USER	Users	238	END	1545818378009	1545818378191
USER	Users	239	START	1545818378209	1545818378209
REQUEST	239		Search	1545818378209	1545818378241	OK	 
REQUEST	239		Search	1545818378243	1545818378255	OK	 
REQUEST	239		Search	1545818378256	1545818378267	OK	 
REQUEST	239		Search	1545818378268	1545818378299	OK	 
REQUEST	239		Search	1545818378299	1545818378331	OK	 
USER	Users	239	END	1545818378209	1545818378331
USER	Users	240	START	1545818378410	1545818378410
REQUEST	240		Search	1545818378411	1545818378471	OK	 
REQUEST	240		Search	1545818378480	1545818378513	OK	 
REQUEST	240		Search	1545818378514	1545818378536	OK	 
REQUEST	240		Search	1545818378536	1545818378564	OK	 
REQUEST	240		Search	1545818378565	1545818378604	OK	 
USER	Users	240	END	1545818378410	1545818378609
USER	Users	241	START	1545818378609	1545818378609
REQUEST	241		Search	1545818378609	1545818378635	OK	 
REQUEST	241		Search	1545818378636	1545818378659	OK	 
REQUEST	241		Search	1545818378659	1545818378724	OK	 
REQUEST	241		Search	1545818378733	1545818378788	OK	 
USER	Users	242	START	1545818378809	1545818378809
REQUEST	241		Search	1545818378796	1545818378827	OK	 
USER	Users	241	END	1545818378609	1545818378828
REQUEST	242		Search	1545818378809	1545818378836	OK	 
REQUEST	242		Search	1545818378837	1545818378925	OK	 
REQUEST	242		Search	1545818378928	1545818378941	OK	 
REQUEST	242		Search	1545818378941	1545818378977	OK	 
USER	Users	243	START	1545818379009	1545818379009
REQUEST	242		Search	1545818378979	1545818379019	OK	 
USER	Users	242	END	1545818378809	1545818379022
REQUEST	243		Search	1545818379010	1545818379044	OK	 
REQUEST	243		Search	1545818379044	1545818379070	OK	 
USER	Users	244	START	1545818379209	1545818379209
REQUEST	243		Search	1545818379071	1545818379236	OK	 
REQUEST	244		Search	1545818379209	1545818379239	OK	 
REQUEST	244		Search	1545818379242	1545818379330	OK	 
REQUEST	243		Search	1545818379238	1545818379357	OK	 
REQUEST	244		Search	1545818379331	1545818379377	OK	 
REQUEST	243		Search	1545818379358	1545818379386	OK	 
USER	Users	243	END	1545818379009	1545818379387
USER	Users	245	START	1545818379410	1545818379410
REQUEST	244		Search	1545818379379	1545818379416	OK	 
REQUEST	245		Search	1545818379410	1545818379447	OK	 
REQUEST	244		Search	1545818379417	1545818379460	OK	 
USER	Users	244	END	1545818379209	1545818379463
REQUEST	245		Search	1545818379449	1545818379478	OK	 
REQUEST	245		Search	1545818379479	1545818379497	OK	 
REQUEST	245		Search	1545818379498	1545818379551	OK	 
REQUEST	245		Search	1545818379556	1545818379607	OK	 
USER	Users	245	END	1545818379410	1545818379610
USER	Users	246	START	1545818379610	1545818379610
REQUEST	246		Search	1545818379611	1545818379686	OK	 
REQUEST	246		Search	1545818379689	1545818379721	OK	 
REQUEST	246		Search	1545818379724	1545818379745	OK	 
REQUEST	246		Search	1545818379745	1545818379768	OK	 
REQUEST	246		Search	1545818379773	1545818379809	OK	 
USER	Users	246	END	1545818379610	1545818379811
USER	Users	247	START	1545818379811	1545818379811
REQUEST	247		Search	1545818379811	1545818379842	OK	 
REQUEST	247		Search	1545818379844	1545818379866	OK	 
REQUEST	247		Search	1545818379867	1545818379896	OK	 
REQUEST	247		Search	1545818379896	1545818379939	OK	 
REQUEST	247		Search	1545818379944	1545818379958	OK	 
USER	Users	247	END	1545818379811	1545818379959
USER	Users	248	START	1545818380010	1545818380010
REQUEST	248		Search	1545818380012	1545818380024	OK	 
REQUEST	248		Search	1545818380025	1545818380065	OK	 
REQUEST	248		Search	1545818380070	1545818380095	OK	 
REQUEST	248		Search	1545818380096	1545818380118	OK	 
REQUEST	248		Search	1545818380119	1545818380150	OK	 
USER	Users	248	END	1545818380010	1545818380151
USER	Users	249	START	1545818380211	1545818380211
REQUEST	249		Search	1545818380212	1545818380240	OK	 
REQUEST	249		Search	1545818380241	1545818380286	OK	 
REQUEST	249		Search	1545818380288	1545818380341	OK	 
REQUEST	249		Search	1545818380345	1545818380366	OK	 
REQUEST	249		Search	1545818380367	1545818380404	OK	 
USER	Users	249	END	1545818380211	1545818380405
USER	Users	250	START	1545818380409	1545818380409
REQUEST	250		Search	1545818380410	1545818380444	OK	 
REQUEST	250		Search	1545818380446	1545818380478	OK	 
REQUEST	250		Search	1545818380480	1545818380514	OK	 
REQUEST	250		Search	1545818380514	1545818380541	OK	 
REQUEST	250		Search	1545818380544	1545818380560	OK	 
USER	Users	250	END	1545818380409	1545818380560
USER	Users	251	START	1545818380611	1545818380611
REQUEST	251		Search	1545818380611	1545818380649	OK	 
REQUEST	251		Search	1545818380654	1545818380684	OK	 
REQUEST	251		Search	1545818380685	1545818380708	OK	 
REQUEST	251		Search	1545818380709	1545818380752	OK	 
REQUEST	251		Search	1545818380753	1545818380781	OK	 
USER	Users	251	END	1545818380611	1545818380782
USER	Users	252	START	1545818380810	1545818380810
REQUEST	252		Search	1545818380810	1545818380850	OK	 
REQUEST	252	
